Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
,Low Fat,0.053392944,Small,Tier 1,Grocery Store,857.6109866
16.5,Low Fat,0.036715907,,Tier 2,Supermarket Type1,1538.918861
9,Low Fat,0.065236932,Small,Tier 2,Supermarket Type1,1574.435339
6.785,Regular,0.041947547,High,Tier 3,Supermarket Type1,1896.729567
19.5,Low Fat,0.082888496,Medium,Tier 3,Supermarket Type2,1283.717381
7.575,Low Fat,0.055390121,Small,Tier 1,Supermarket Type1,1757.328775
18.2,Regular,0.012194556,High,Tier 3,Supermarket Type1,1864.243241
16.75,Low Fat,0.060495243,High,Tier 3,Supermarket Type1,1964.669415
7.47,Regular,0,Small,Tier 2,Supermarket Type1,1450
,Regular,0.014753811,Medium,Tier 3,Supermarket Type3,767.1439284
,Low Fat,0.160707489,Medium,Tier 3,Supermarket Type3,972.7605507
13.85,Regular,0.085622362,Medium,Tier 3,Supermarket Type2,1247.86636
6.635,Regular,0.046350909,,Tier 2,Supermarket Type1,1500.337087
6.11,Regular,0.102920886,Small,Tier 1,Supermarket Type1,1765.271392
15.25,Low Fat,0.026604781,Small,Tier 2,Supermarket Type1,1528.54693
15.85,Low Fat,0,Small,Tier 2,Supermarket Type1,1500
15.2,Low Fat,0.031860325,,Tier 3,Grocery Store,437.053558
,Regular,0,Medium,Tier 3,Supermarket Type3,750
20.75,LF,0.021250002,Small,Tier 1,Supermarket Type1,1721.462502
10.195,Low Fat,0.159936948,Small,Tier 1,Supermarket Type1,1880.089003
7.605,Low Fat,0.129503146,,Tier 2,Supermarket Type1,1648.281102
18,Regular,0.142688846,Small,Tier 1,Supermarket Type1,1796.969511
,Low Fat,0.179484411,Small,Tier 1,Grocery Store,980.7408019
18.35,Low Fat,0.089163056,,Tier 2,Supermarket Type1,1598.257688
6.59,Low Fat,0.105761491,Medium,Tier 1,Supermarket Type1,2113.799364
13.8,reg,0.056960814,Medium,Tier 1,Supermarket Type1,2010.834149
21.2,Regular,0.00704098,Small,Tier 1,Supermarket Type1,1657.350783
10.5,Regular,0.011026594,Medium,Tier 3,Supermarket Type2,1162.912142
8.97,Low Fat,0.093203257,,Tier 2,Supermarket Type1,1608.395388
,Low Fat,0.026916794,Medium,Tier 3,Supermarket Type3,829.6084734
10.6,Low Fat,0.035264298,,Tier 2,Supermarket Type1,1542.070308
13.65,Low Fat,0.015908424,Small,Tier 2,Supermarket Type1,1517.642442
19,Low Fat,0.017719277,Small,Tier 1,Supermarket Type1,1718.215417
,Regular,0.035334201,Medium,Tier 3,Supermarket Type3,786.6415664
,Low Fat,0.065652494,Small,Tier 1,Grocery Store,873.4651408
6.865,Low Fat,0.056919038,Medium,Tier 1,Supermarket Type1,2061.131047
10.8,Regular,0.048143292,Small,Tier 1,Supermarket Type1,1703.776057
16.7,Low Fat,0.022047313,High,Tier 3,Supermarket Type1,1923.326057
,Low Fat,0.090427268,Medium,Tier 3,Supermarket Type3,893.8635042
15.15,Low Fat,0.027779254,Small,Tier 1,Supermarket Type1,1732.473948
10.5,Low Fat,0,,Tier 3,Grocery Store,400
17.6,Low Fat,0.008033611,Medium,Tier 3,Supermarket Type2,1208.138048
19.35,Low Fat,0.033088472,Small,Tier 1,Supermarket Type1,1734.809073
15.7,Low Fat,0.160663021,Small,Tier 1,Supermarket Type1,1874.801367
18.1,LF,0.178975721,,Tier 2,Supermarket Type1,1702.063589
10.195,Regular,0.017627888,Small,Tier 2,Supermarket Type1,1468.667933
,low fat,0.0194158,Small,Tier 1,Grocery Store,820.677827
6.655,Low Fat,0.016993225,,Tier 2,Supermarket Type1,1517.33309
19,Low Fat,0.027139013,,Tier 2,Supermarket Type1,1529.500107
7.075,Low Fat,0.03777249,,Tier 3,Grocery Store,440.6054268
13.15,Low Fat,0.036746479,,Tier 2,Supermarket Type1,1540.862085
20.1,Regular,0.022460102,Medium,Tier 1,Supermarket Type1,1976.3457
20.35,Regular,0,Medium,Tier 3,Supermarket Type2,1150
18.85,Low Fat,0.05213575,Medium,Tier 1,Supermarket Type1,2058.861262
16.35,Regular,0.062508438,Medium,Tier 1,Supermarket Type1,2018.696773
11.3,Low Fat,0.007309544,Medium,Tier 3,Supermarket Type2,1208.274404
17.5,Low Fat,0.015623754,Medium,Tier 3,Supermarket Type2,1216.561179
18,Regular,0.142978223,,Tier 2,Supermarket Type1,1606.990089
7.935,Low Fat,0.017191055,,Tier 2,Supermarket Type1,1520.3714
,Low Fat,0.143592939,Small,Tier 1,Grocery Store,970.0140398
20.25,Regular,0.011995271,Small,Tier 1,Supermarket Type1,1662.942897
15.5,Regular,0.15717236,Medium,Tier 1,Supermarket Type1,2130.591042
,Low Fat,0.061393095,Small,Tier 1,Grocery Store,872.2596728
,Regular,0.264124669,Small,Tier 1,Grocery Store,1050.309749
15.35,Low Fat,0.020310046,High,Tier 3,Supermarket Type1,1921.163068
10.1,Low Fat,0.054630834,Small,Tier 1,Supermarket Type1,1760.25781
16.7,Regular,0.052517969,,Tier 2,Supermarket Type1,1509.030197
20.7,Regular,0.047565208,Medium,Tier 1,Supermarket Type1,1999.420251
16,LF,0.060797393,High,Tier 3,Supermarket Type1,1968.640257
14,Low Fat,0.041291169,Small,Tier 1,Supermarket Type1,1746.2874
12.85,Low Fat,0.022604051,Small,Tier 1,Supermarket Type1,1723.21436
20.85,Regular,0.056580228,,Tier 2,Supermarket Type1,1509.46582
12.35,Low Fat,0.164196823,Medium,Tier 1,Supermarket Type1,2170.107909
6.85,Low Fat,0.022976497,Medium,Tier 3,Supermarket Type2,1225.274147
10.3,Low Fat,0.027310252,Small,Tier 2,Supermarket Type1,1528.757695
,Regular,0.141975462,Small,Tier 1,Grocery Store,905.8890573
8.775,Low Fat,0,High,Tier 3,Supermarket Type1,1900
18.85,Low Fat,0.01619866,,Tier 2,Supermarket Type1,1518.903836
,Low Fat,0.014205168,Medium,Tier 3,Supermarket Type3,816.2933277
14.85,Low Fat,0.09344495,Small,Tier 2,Supermarket Type1,1608.115807
20.5,Regular,0.019199733,Small,Tier 1,Supermarket Type1,1669.314931
7.84,Regular,0.154120252,Medium,Tier 3,Supermarket Type2,1311.826265
18.25,Low Fat,0.089004389,,Tier 2,Supermarket Type1,1601.375999
10.3,Regular,0.011117041,High,Tier 3,Supermarket Type1,1861.761829
12.5,LF,0.103422709,Small,Tier 2,Supermarket Type1,1611.903371
,Low Fat,0.089035961,Medium,Tier 3,Supermarket Type3,906.0418296
20.25,Regular,0.102723919,Small,Tier 1,Supermarket Type1,1756.42198
,Regular,0.024733134,Medium,Tier 3,Supermarket Type3,779.3582301
15,Low Fat,0.044871033,High,Tier 3,Supermarket Type1,1946.576132
8.325,Low Fat,0.029760052,High,Tier 3,Supermarket Type1,1932.438457
15.85,Low Fat,0.078999287,,Tier 2,Supermarket Type1,1586.42522
13.1,Low Fat,0.020870744,Small,Tier 1,Supermarket Type1,1724.543995
6.26,Low Fat,0.031599715,,Tier 2,Supermarket Type1,1535.233682
17.25,Low Fat,0.042413704,Medium,Tier 3,Supermarket Type2,1248.563691
5.765,Low Fat,0.072284689,Small,Tier 2,Supermarket Type1,1583.199677
13.6,Low Fat,0.009984847,High,Tier 3,Supermarket Type1,1911.861998
10.5,Low Fat,0.052852621,,Tier 2,Supermarket Type1,1556.499452
7.975,Low Fat,0.014660821,,Tier 2,Supermarket Type1,1515.481827
12.65,Regular,0.076354362,Medium,Tier 3,Supermarket Type2,1234.447924
12.3,Low Fat,0.076709639,,Tier 2,Supermarket Type1,1578.167122
5.985,Low Fat,0.005677876,,Tier 2,Supermarket Type1,1505.990159
,Low Fat,0,Medium,Tier 3,Supermarket Type3,800
15.15,Regular,0.012282366,Medium,Tier 1,Supermarket Type1,1962.331495
12.35,Low Fat,0.026681262,Small,Tier 1,Supermarket Type1,1728.682357
14.3,Low Fat,0.127541722,Small,Tier 1,Supermarket Type1,1840.678519
8.695,Low Fat,0.119513002,Small,Tier 2,Supermarket Type1,1625.966704
16.35,Low Fat,0.054463442,,Tier 3,Grocery Store,456.0973453
6.135,Regular,0,,Tier 2,Supermarket Type1,1450
19.5,Low Fat,0.015756784,,Tier 2,Supermarket Type1,1518.624519
9.5,Regular,0.010907967,High,Tier 3,Supermarket Type1,1862.740505
8.895,LF,0.07543556,Small,Tier 2,Supermarket Type1,1585.996538
18.25,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
21.35,Low Fat,0.115194717,,Tier 3,Grocery Store,532.3587298
19.7,Low Fat,0.066922802,Small,Tier 2,Supermarket Type1,1573.280468
,Low Fat,0.064636203,Medium,Tier 3,Supermarket Type3,870.9059147
16.6,Low Fat,0.103195401,,Tier 2,Supermarket Type1,1603.401792
,Low Fat,0.13121032,Small,Tier 1,Grocery Store,944.331352
10.895,Low Fat,0.035747522,Small,Tier 1,Supermarket Type1,1742.039086
,reg,0.192650072,Small,Tier 1,Grocery Store,959.2179782
,Low Fat,0.098031771,Small,Tier 1,Grocery Store,907.0506939
,Regular,0.030118338,Medium,Tier 3,Supermarket Type3,785.5095205
8.51,Low Fat,0.016201845,,Tier 2,Supermarket Type1,1518.486305
14.15,Low Fat,0.05837308,,Tier 3,Grocery Store,459.5989147
6.65,Low Fat,0.087652908,Small,Tier 2,Supermarket Type1,1600.099621
15.25,Regular,0.065999008,Medium,Tier 1,Supermarket Type1,2022.070917
18.25,low fat,0.088750333,High,Tier 3,Supermarket Type1,1989.282835
,Regular,0.100277876,Medium,Tier 3,Supermarket Type3,866.2220583
16,Regular,0.099252438,Small,Tier 2,Supermarket Type1,1551.733749
19.2,Low Fat,0,,Tier 2,Supermarket Type1,1500
12.15,Low Fat,0,,Tier 2,Supermarket Type1,1500
8.895,Low Fat,0.026384672,Medium,Tier 1,Supermarket Type1,2029.498063
10.895,Low Fat,0.228993134,,Tier 3,Grocery Store,642.9617152
16,Regular,0.065431917,,Tier 2,Supermarket Type1,1523.545475
,LF,0.026749991,Medium,Tier 3,Supermarket Type3,831.8057393
9.195,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
11.35,Regular,0.043333912,Medium,Tier 3,Supermarket Type2,1200.570675
10,LF,0.089656812,,Tier 2,Supermarket Type1,1598.98112
9.395,Low Fat,0.039954281,Small,Tier 2,Supermarket Type1,1545.667743
,Low Fat,0.087854925,Small,Tier 1,Grocery Store,898.5732259
20.75,Low Fat,0.149404057,,Tier 3,Grocery Store,560.3105532
9.8,Low Fat,0.0268952,,Tier 2,Supermarket Type1,1528.670283
5.695,Low Fat,0.065857092,Medium,Tier 3,Supermarket Type2,1275.86737
18.2,Low Fat,0.161817014,,Tier 2,Supermarket Type1,1690.134991
19.35,Regular,0.082197959,High,Tier 3,Supermarket Type1,1941.979516
18.35,Low Fat,0.015335349,,Tier 2,Supermarket Type1,1517.850346
6.36,Low Fat,0.00599072,,Tier 2,Supermarket Type1,1506.446015
9.8,Low Fat,0.013898123,Medium,Tier 3,Supermarket Type2,1214.870992
,Regular,0.078912473,Medium,Tier 3,Supermarket Type3,829.8594227
,Low Fat,0.059776237,Medium,Tier 3,Supermarket Type3,864.9767696
6.635,Regular,0,High,Tier 3,Supermarket Type1,1850
18.1,Low Fat,0.297883712,,Tier 3,Grocery Store,710.9905953
8.93,Low Fat,0.022059594,,Tier 3,Grocery Store,424.177315
8.3,Low Fat,0.03532494,High,Tier 3,Supermarket Type1,1942.177978
8.895,LF,0.124967595,,Tier 2,Supermarket Type1,1647.961632
16.35,Regular,0.062411404,Small,Tier 1,Supermarket Type1,1723.395811
8.6,Low Fat,0.032754431,Medium,Tier 3,Supermarket Type2,1233.769818
,Low Fat,0.160178832,Small,Tier 1,Grocery Store,960.178832
19,Regular,0.104035148,,Tier 2,Supermarket Type1,1566.831471
7.56,Low Fat,0.06390019,,Tier 2,Supermarket Type1,1572.143315
12.6,Regular,0.062648111,High,Tier 3,Supermarket Type1,1921.669439
15.6,Low Fat,0.111685868,,Tier 3,Grocery Store,522.0726537
8.71,Low Fat,0.233039817,,Tier 3,Grocery Store,658.9072367
18.1,Low Fat,0.17824575,Medium,Tier 1,Supermarket Type1,2180.028208
13.35,Low Fat,0.140241213,,Tier 2,Supermarket Type1,1663.941978
16.6,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
6.695,Low Fat,0.033935576,Small,Tier 2,Supermarket Type1,1540.145786
,Regular,0.016516275,Medium,Tier 3,Supermarket Type3,769.5717859
16.6,Low Fat,0.026537206,Small,Tier 1,Supermarket Type1,1728.899017
15.35,Low Fat,0.015673267,Small,Tier 2,Supermarket Type1,1517.961564
19.7,Low Fat,0.089083914,,Tier 3,Grocery Store,497.6359697
14.3,Low Fat,0.131152799,,Tier 2,Supermarket Type1,1643.481162
,Regular,0.083109455,Medium,Tier 3,Supermarket Type3,833.8574401
10,Low Fat,0.045818773,High,Tier 3,Supermarket Type1,1948.980268
14.8,Low Fat,0.044869794,Small,Tier 2,Supermarket Type1,1552.722008
,Regular,0,Small,Tier 1,Grocery Store,750
8.71,Regular,0.04605781,Medium,Tier 1,Supermarket Type1,2004.716678
12.15,Low Fat,0.030815427,,Tier 3,Grocery Store,432.8800606
17.85,Low Fat,0.01806055,,Tier 2,Supermarket Type1,1521.112783
9.5,Regular,0.035205866,Medium,Tier 1,Supermarket Type1,1990.87401
11.8,Regular,0.076705948,Small,Tier 2,Supermarket Type1,1541.04996
14.1,LF,0.089677773,Small,Tier 1,Supermarket Type1,1791.471328
,Low Fat,0.132327406,Small,Tier 1,Grocery Store,949.926951
19.35,Regular,0.065520388,Small,Tier 1,Supermarket Type1,1726.658854
19.75,Low Fat,0.012518707,,Tier 2,Supermarket Type1,1513.795615
10.3,Regular,0.050353695,,Tier 2,Supermarket Type1,1510.424434
,Low Fat,0.110762642,Medium,Tier 3,Supermarket Type3,914.9716224
,Low Fat,0.045050674,Medium,Tier 3,Supermarket Type3,848.9700826
10.8,Low Fat,0.083016832,,Tier 2,Supermarket Type1,1599.122097
17.75,Regular,0,,Tier 2,Supermarket Type1,1450
8.575,Low Fat,0.023983258,Medium,Tier 3,Supermarket Type2,1226.045818
19.1,Low Fat,0.075836522,,Tier 3,Grocery Store,476.0640316
20.7,Regular,0.100330684,Medium,Tier 1,Supermarket Type1,2052.838951
,Low Fat,0.051778173,Small,Tier 1,Grocery Store,860.8393533
6.785,Regular,0.022970468,Small,Tier 2,Supermarket Type1,1473.636612
6.57,Low Fat,0.066014596,High,Tier 3,Supermarket Type1,1971.757866
5.78,Regular,0.07429945,,Tier 2,Supermarket Type1,1538.713543
6.92,Regular,0.131128467,Medium,Tier 1,Supermarket Type1,2094.765828
20.25,Regular,0.014816356,Medium,Tier 1,Supermarket Type1,1967.290687
13.65,Low Fat,0.049318315,,Tier 2,Supermarket Type1,1553.461053
13.5,Regular,0.017960492,,Tier 2,Supermarket Type1,1471.283183
16.5,Low Fat,0.035801238,Medium,Tier 3,Supermarket Type2,1237.483896
16.7,Regular,0.038606365,,Tier 2,Supermarket Type1,1494.899202
8.68,Low Fat,0.008871687,Medium,Tier 3,Supermarket Type2,1210.078236
,Low Fat,0.125793938,Small,Tier 1,Grocery Store,928.3098168
7.235,Low Fat,0.058369013,Medium,Tier 3,Supermarket Type2,1261.696047
16.75,Regular,0,Small,Tier 1,Supermarket Type1,1650
15.35,Low Fat,0.073269336,Small,Tier 2,Supermarket Type1,1583.160696
10.8,Low Fat,0.049677651,High,Tier 3,Supermarket Type1,1956.483489
6.26,Low Fat,0.031470832,Medium,Tier 1,Supermarket Type1,2037.229994
5.63,Regular,0.024579432,Medium,Tier 1,Supermarket Type1,1979.126627
6.92,Regular,0.131665479,,Tier 2,Supermarket Type1,1587.45876
12.15,Low Fat,0.015523707,Medium,Tier 3,Supermarket Type2,1218.380069
16.6,Low Fat,0.122475364,,Tier 2,Supermarket Type1,1628.599132
9.195,Low Fat,0.107891398,Small,Tier 1,Supermarket Type1,1820.4068
19,Low Fat,0.128065918,Small,Tier 2,Supermarket Type1,1651.501981
9.395,Low Fat,0.045361705,,Tier 2,Supermarket Type1,1551.757705
9.8,Low Fat,0.090390357,High,Tier 3,Supermarket Type1,2004.943204
,Low Fat,0.087029712,Medium,Tier 3,Supermarket Type3,889.5535736
18.85,LF,0.052054819,Small,Tier 1,Supermarket Type1,1755.490437
9.13,Low Fat,0.051952573,,Tier 2,Supermarket Type1,1561.459894
9,Regular,0.050786366,,Tier 2,Supermarket Type1,1509.826339
17.1,Low Fat,0.067141355,Small,Tier 2,Supermarket Type1,1580.032495
6.715,Regular,0.121485195,High,Tier 3,Supermarket Type1,1974.157869
5.82,Low Fat,0.080640478,Small,Tier 1,Supermarket Type1,1783.866097
18.7,Low Fat,0.037699254,,Tier 2,Supermarket Type1,1539.169525
7.93,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
18.75,Low Fat,0.034501405,,Tier 2,Supermarket Type1,1540.366644
,Low Fat,0.053795154,Medium,Tier 3,Supermarket Type3,864.0700284
5,Low Fat,0.044004675,Small,Tier 1,Supermarket Type1,1745.016783
7.445,low fat,0,Small,Tier 1,Supermarket Type1,1700
20.85,Low Fat,0.121250374,Small,Tier 1,Supermarket Type1,1836.16417
20.85,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
19.2,Low Fat,0.100230114,Medium,Tier 1,Supermarket Type1,2116.968543
17.35,Low Fat,0.167383061,Small,Tier 1,Supermarket Type1,1885.795198
14.3,Regular,0.034404732,Small,Tier 2,Supermarket Type1,1487.363539
19.5,Low Fat,0.082719632,,Tier 2,Supermarket Type1,1582.719632
6.675,Low Fat,0.041913535,Small,Tier 2,Supermarket Type1,1542.20693
8.18,Low Fat,0.0132043,,Tier 2,Supermarket Type1,1515.84516
6.98,Low Fat,0.041105789,Small,Tier 1,Supermarket Type1,1744.312041
,LF,0.141106202,Medium,Tier 3,Supermarket Type3,950.2781051
16.85,Low Fat,0.036463975,,Tier 2,Supermarket Type1,1541.131364
14.8,Low Fat,0.01946418,High,Tier 3,Supermarket Type1,1919.69775
12.3,Regular,0,High,Tier 3,Supermarket Type1,1850
7.435,Low Fat,0.123086812,,Tier 2,Supermarket Type1,1632.195236
15.1,reg,0.105646853,Small,Tier 2,Supermarket Type1,1556.808968
9.195,Regular,0.118149377,,Tier 2,Supermarket Type1,1572.639053
10.1,Low Fat,0.046545786,High,Tier 3,Supermarket Type1,1946.918152
16,Regular,0.065009745,High,Tier 3,Supermarket Type1,1925.996392
17.7,Regular,0.016630303,,Tier 2,Supermarket Type1,1469.873212
8.1,Regular,0.134532392,Medium,Tier 1,Supermarket Type1,2098.523761
20.6,LF,0.083133128,Medium,Tier 1,Supermarket Type1,2095.68623
20.35,Low Fat,0.039428167,Medium,Tier 3,Supermarket Type2,1245.105823
8.195,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
17.75,Low Fat,0.034823127,,Tier 2,Supermarket Type1,1538.061678
7.475,Low Fat,0.148492521,Small,Tier 2,Supermarket Type1,1649.977446
19,Regular,0.065901299,Medium,Tier 3,Supermarket Type2,1217.746535
12.6,Regular,0.041622264,Medium,Tier 1,Supermarket Type1,1992.912554
,Low Fat,0.064933297,Medium,Tier 3,Supermarket Type3,871.0370269
7.895,Regular,0.0945493,Small,Tier 2,Supermarket Type1,1547.858526
,Low Fat,0.107076832,Medium,Tier 3,Supermarket Type3,923.3525105
17.1,Low Fat,0.128674983,,Tier 2,Supermarket Type1,1635.366082
8.355,Low Fat,0.188322664,Medium,Tier 3,Supermarket Type2,1420.902485
,Regular,0,Small,Tier 1,Grocery Store,750
18.5,Low Fat,0.052025392,High,Tier 3,Supermarket Type1,1956.083373
,Regular,0.065316099,Medium,Tier 3,Supermarket Type3,819.1697488
8.975,Regular,0.01516265,,Tier 3,Grocery Store,368.1648547
10.1,Regular,0.053584207,Small,Tier 1,Supermarket Type1,1705.352486
9.285,Regular,0.020989132,High,Tier 3,Supermarket Type1,1871.76573
11.6,Regular,0.144017405,Small,Tier 1,Supermarket Type1,1811.443511
,Low Fat,0.115978122,Medium,Tier 3,Supermarket Type3,933.7227747
12.5,Low Fat,0.081465335,Medium,Tier 3,Supermarket Type2,1292.38169
16,Low Fat,0.041177505,,Tier 2,Supermarket Type1,1544.05993
14.15,Low Fat,0.042352822,Medium,Tier 3,Supermarket Type2,1245.190461
20.2,Low Fat,0.074541867,Medium,Tier 3,Supermarket Type2,1276.330872
13.65,Regular,0.18454121,,Tier 2,Supermarket Type1,1648.381801
17.25,Low Fat,0.114160573,,Tier 2,Supermarket Type1,1617.813711
5.655,Low Fat,0.175352413,Medium,Tier 1,Supermarket Type1,2209.896838
20.75,Regular,0.083590755,Small,Tier 2,Supermarket Type1,1547.46682
5.175,Regular,0.029471408,High,Tier 3,Supermarket Type1,1885.247804
20,Regular,0.028282832,,Tier 2,Supermarket Type1,1483.797984
11.8,Low Fat,0,,Tier 3,Grocery Store,400
16.75,Regular,0.008208342,,Tier 2,Supermarket Type1,1458.651592
18.35,Low Fat,0.03334929,Medium,Tier 3,Supermarket Type2,1238.151588
12.8,Low Fat,0.076060037,Small,Tier 1,Supermarket Type1,1781.76454
19.75,Low Fat,0.014301326,Small,Tier 1,Supermarket Type1,1716.446525
8.75,Regular,0.074931201,Medium,Tier 3,Supermarket Type2,1228.078311
13.3,Low Fat,0.080131363,Medium,Tier 3,Supermarket Type2,1285.019376
18.85,Low Fat,0.167444431,High,Tier 3,Supermarket Type1,2078.663208
9.695,Regular,0.03033748,Medium,Tier 1,Supermarket Type1,1984.766752
20.7,Low Fat,0.04874969,Small,Tier 2,Supermarket Type1,1549.383436
,Low Fat,0.014788594,Medium,Tier 3,Supermarket Type3,817.0660375
11.1,Low Fat,0.111298111,,Tier 2,Supermarket Type1,1612.188496
8.975,Regular,0.05268526,High,Tier 3,Supermarket Type1,1905.372208
12.15,Low Fat,0.018485511,Medium,Tier 3,Supermarket Type2,1219.058562
7.67,Low Fat,0.184689756,High,Tier 3,Supermarket Type1,2089.49169
13.8,Regular,0.064153845,High,Tier 3,Supermarket Type1,1922.108922
4.785,Low Fat,0.092516598,High,Tier 3,Supermarket Type1,2003.526073
20,Regular,0.104245198,Medium,Tier 1,Supermarket Type1,2072.905088
,Regular,0.041779181,Medium,Tier 3,Supermarket Type3,798.5891875
8.395,Low Fat,0.07226985,Medium,Tier 3,Supermarket Type2,1284.338915
6.175,Regular,0.179806961,Medium,Tier 3,Supermarket Type2,1364.509704
8.21,Low Fat,0.044995631,Medium,Tier 1,Supermarket Type1,2053.904766
19.7,Low Fat,0.053523765,,Tier 2,Supermarket Type1,1556.360525
19.6,Low Fat,0.041459372,Medium,Tier 3,Supermarket Type2,1249.419571
7.5,Low Fat,0.036234918,Small,Tier 1,Supermarket Type1,1740.981692
5.845,Regular,0.105445801,Medium,Tier 3,Supermarket Type2,1258.609175
11.395,LF,0,High,Tier 3,Supermarket Type1,1900
7.17,Regular,0.05997133,Medium,Tier 3,Supermarket Type2,1216.148377
5.75,Regular,0.075595405,,Tier 2,Supermarket Type1,1539.126982
15.5,Regular,0.210375806,,Tier 3,Grocery Store,584.3586479
7.76,Low Fat,0.059341019,Small,Tier 2,Supermarket Type1,1563.198185
13.65,Regular,0.18520944,,Tier 2,Supermarket Type1,1655.952897
10.8,Low Fat,0.098566832,Medium,Tier 1,Supermarket Type1,2109.014916
11.1,Low Fat,0.11084417,Medium,Tier 1,Supermarket Type1,2130.685276
,Low Fat,0.0350152,Medium,Tier 3,Supermarket Type3,837.3962336
12.8,Regular,0.023567538,Medium,Tier 1,Supermarket Type1,1974.722347
8.785,Low Fat,0,,Tier 3,Grocery Store,400
20.6,Regular,0.04792722,Small,Tier 2,Supermarket Type1,1500.611144
7.89,Low Fat,0.036207786,,Tier 2,Supermarket Type1,1542.109655
