id,price,service fee,minimum nights,number of reviews,reviews per month,availability 365
1323879,$423 ,$85 ,3,59,0.62,
1324432,$379 ,$76 ,3,142,1.5,
1324984,$727 ,$145 ,2,0,,
1325536,$725 ,$145 ,29,22,0.23,
1326088,"$1,102 ",$220 ,3,82,0.87,
1326641,$793 ,$159 ,2,23,0.24,
1327193,$200 ,$40 ,4,32,0.34,
1327745,$921 ,$184 ,5,24,0.25,
1328298,$70 ,$14 ,1,59,0.63,
1328850,$230 ,$46 ,55,6,0.08,
1329402,$396 ,$79 ,4,18,0.21,325
1329955,"$1,104 ",$221 ,4,3,0.03,1
1330507,$830 ,$166 ,3,115,1.21,144
1331059,$608 ,$122 ,3,154,1.63,378
1331611,$576 ,$115 ,1,164,1.73,47
1332164,$675 ,$135 ,6,76,0.8,253
1332716,$747 ,$149 ,3,116,1.23,150
1333268,$805 ,$161 ,3,234,2.47,265
1333821,$574 ,$115 ,2,120,1.27,271
1334373,$52 ,$10 ,4,82,0.87,248
1334925,$694 ,$139 ,3,13,0.15,221
1335478,$119 ,$24 ,30,59,0.64,211
1336030,$244 ,$49 ,7,63,1.87,162
1336582,$697 ,$139 ,2,52,0.55,122
1337134,$196 ,$39 ,1,278,2.95,341
1337687,$510 ,$102 ,5,1,0.01,411
1338239,"$1,159 ",$232 ,2,35,0.4,7
1338791,$361 ,$72 ,5,235,2.49,29
1339344,"$1,090 ",$218 ,28,115,1.21,265
1339896,$486 ,$97 ,1,109,1.15,116
1340448,$588 ,$118 ,5,1,0.01,392
1341001,$779 ,$156 ,3,305,3.24,175
1341553,"$1,114 ",$223 ,1,102,1.52,267
1342105,$676 ,$135 ,30,83,0.88,303
1342657,$674 ,$135 ,1,19,0.25,420
1343210,$578 ,$116 ,2,61,0.65,233
1343762,"$1,025 ",$205 ,5,89,0.94,336
1344314,"$1,112 ",$222 ,30,65,0.74,-6
1344867,"$1,067 ",$213 ,1,40,0.44,69
1345419,$488 ,$98 ,30,80,0.86,16
1345971,$417 ,$83 ,30,136,1.45,272
1346524,$613 ,$123 ,3,100,1.06,119
1347076,"$1,105 ",$221 ,2,125,1.36,419
1347628,$968 ,$194 ,5,40,0.5,367
1348180,"$1,166 ",$233 ,4,0,,-4
1348733,"$1,038 ",$208 ,30,139,1.59,180
1349285,$765 ,$153 ,30,0,,324
1349837,$188 ,$38 ,7,2,0.03,239
1350390,$134 ,$27 ,28,49,0.53,87
1350942,"$1,148 ",$230 ,5,8,0.11,42
1351494,$260 ,$52 ,1,0,,36
1352047,$631 ,$126 ,5,124,1.32,149
1352599,$810 ,$162 ,21,5,0.12,39
1353151,$57 ,$11 ,1,147,1.57,387
1353703,$59 ,$12 ,1,43,0.46,338
1354256,$461 ,$92 ,6,8,0.33,321
1354808,"$1,019 ",$204 ,2,37,0.39,302
1355360,"$1,038 ",$208 ,1,120,1.28,3
1355913,"$1,156 ",$231 ,1,24,0.29,187
1356465,$938 ,$188 ,3,5,0.05,408
1357017,$256 ,$51 ,30,242,2.59,183
1357570,$683 ,$137 ,4,229,2.45,87
1358122,$640 ,$128 ,2,108,1.36,8
1358674,$463 ,$93 ,2,181,1.92,1
1359226,$429 ,$86 ,5,34,0.39,297
1359779,"$1,154 ",$231 ,3,5,0.05,32
1360331,$629 ,$126 ,1,5,0.06,211
1360883,$921 ,$184 ,4,60,0.64,270
1361436,$479 ,$96 ,1,238,2.59,244
1361988,"$1,121 ",$224 ,3,34,0.37,177
1362540,$735 ,$147 ,3,131,1.4,60
1363093,$377 ,$75 ,4,6,0.16,153
1363645,$986 ,$197 ,60,4,0.06,355
1364197,$492 ,$98 ,1,7,0.08,250
1364749,$822 ,$164 ,5,125,3.04,164
1365302,$69 ,$14 ,3,0,,158
1365854,$538 ,$108 ,1,49,0.58,88
1366406,"$1,029 ",$206 ,1,11,0.12,67
1366959,$792 ,$158 ,5,0,,412
1367511,$262 ,$52 ,3,107,1.15,350
1368063,$58 ,$12 ,2,241,2.6,109
1368616,$53 ,$11 ,1,176,1.89,364
1369168,$792 ,$158 ,4,151,1.63,193
1369720,$383 ,$77 ,3,49,0.53,402
1370272,"$1,145 ",$229 ,120,13,0.14,248
1370825,"$1,113 ",$223 ,3,33,0.47,233
1371377,$104 ,$21 ,3,24,0.32,419
1371929,$685 ,$137 ,3,59,0.66,109
1372482,$637 ,$127 ,1,2,0.04,189
1373034,$678 ,$136 ,2,16,0.23,250
1373586,$878 ,$176 ,2,72,0.77,203
1374139,$534 ,$107 ,3,24,0.26,26
1374691,$947 ,$189 ,3,23,0.26,384
1375243,$847 ,$169 ,3,43,0.47,-5
1375795,$914 ,$183 ,3,30,0.32,296
1376348,$757 ,$151 ,3,39,0.44,77
1376900,$719 ,$144 ,3,8,0.09,16
1377452,$528 ,$106 ,3,3,0.03,216
1378005,$847 ,$169 ,3,6,0.1,372
1378557,$232 ,$46 ,3,4,0.05,-2
1379109,$241 ,$48 ,5,56,0.66,
1379662,$310 ,$62 ,3,7,0.08,
1380214,$627 ,$125 ,1,2,0.03,
1380766,$564 ,$113 ,2,178,2.69,
1381318,$499 ,$100 ,30,30,0.8,
1381871,$143 ,$29 ,2,190,2.04,
1382423,$778 ,$156 ,7,25,0.27,
1382975,$692 ,$138 ,10,81,0.98,
1383528,$499 ,$100 ,2,7,0.08,
1384080,$844 ,$169 ,4,216,2.31,
1384632,$661 ,$132 ,30,31,0.33,
1385185,$128 ,$26 ,90,53,0.57,
1385737,"$1,025 ",$205 ,3,247,2.65,
1386289,$758 ,$152 ,3,233,2.5,318
1386841,$963 ,$193 ,3,135,1.45,162
1387394,$738 ,$148 ,4,20,0.23,140
1387946,$328 ,$66 ,4,46,0.5,418
1388498,$177 ,$35 ,365,10,0.12,230
1389051,"$1,137 ",$227 ,1,143,2.83,365
1389603,$459 ,$92 ,2,21,0.26,388
1390155,"$1,012 ",$202 ,7,0,,315
1390708,$845 ,$169 ,2,8,0.09,297
1391260,$937 ,$187 ,7,4,0.05,167
1391812,$761 ,$152 ,2,314,3.45,388
1392364,$563 ,$113 ,3,18,0.25,178
1392917,$294 ,$59 ,7,11,0.12,381
1393469,$483 ,$97 ,7,51,0.55,35
1394021,$313 ,$63 ,5,20,0.33,14
1394574,$878 ,$176 ,7,8,0.12,132
1395126,$121 ,$24 ,31,59,0.63,370
1395678,$86 ,$17 ,4,54,0.62,-9
1396231,"$1,165 ",$233 ,5,10,0.46,355
1396783,$640 ,$128 ,4,153,1.66,254
1397335,$342 ,$68 ,3,110,1.2,302
1397887,"$1,014 ",$203 ,2,69,0.91,9
1398440,$494 ,$99 ,1,1,0.18,336
1398992,$155 ,$31 ,180,24,0.26,88
1399544,$367 ,$73 ,2,95,1.02,387
1400097,$90 ,$18 ,2,129,1.41,22
1400649,$608 ,$122 ,7,171,1.84,42
1401201,$659 ,$132 ,2,20,0.59,396
1401754,$290 ,$58 ,90,17,0.27,33
1402306,$831 ,$166 ,5,8,0.09,322
1402858,$907 ,$181 ,7,11,0.12,302
1403410,$158 ,$32 ,5,5,0.09,73
1403963,"$1,170 ",$234 ,4,0,,373
1404515,"$1,044 ",$209 ,30,36,0.39,333
1405067,$624 ,$125 ,30,16,0.17,24
1405620,$282 ,$56 ,15,5,0.12,404
1406172,$436 ,$87 ,4,0,,112
1406724,$673 ,$135 ,4,68,0.77,175
1407277,$115 ,$23 ,28,89,0.99,26
1407829,$979 ,$196 ,30,10,1.02,405
1408381,$896 ,$179 ,1,38,0.85,83
1408933,$756 ,$151 ,2,15,0.17,64
1409486,$422 ,$84 ,2,20,0.42,181
1410038,$586 ,$117 ,3,25,0.96,246
1410590,$666 ,$133 ,2,35,0.42,261
1411143,"$1,183 ",$237 ,30,1,0.01,253
1411695,$175 ,$35 ,3,64,0.7,92
1412247,$72 ,$14 ,3,26,0.33,66
1412800,$620 ,$124 ,2,244,2.74,142
1413352,$370 ,$74 ,15,21,0.29,272
1413904,$784 ,$157 ,2,270,2.95,10
1414456,$174 ,$35 ,10,16,0.19,212
1415009,"$1,078 ",$216 ,3,24,0.26,-9
1415561,$65 ,$13 ,1,30,0.33,339
1416113,$891 ,$178 ,2,5,0.06,379
1416666,$474 ,$95 ,4,115,1.25,146
1417218,$440 ,$88 ,5,9,0.19,28
1417770,$627 ,$125 ,5,45,0.52,105
1418323,"$1,078 ",$216 ,365,19,0.21,84
1418875,$57 ,$11 ,3,5,0.08,309
1419427,$638 ,$128 ,2,203,2.22,374
1419979,$395 ,$79 ,122,20,0.41,174
1420532,$516 ,$103 ,3,49,0.53,232
1421084,$745 ,$149 ,4,6,0.07,20
1421636,"$1,161 ",$232 ,5,7,0.08,133
1422189,$456 ,$91 ,2,35,0.38,17
1422741,$125 ,$25 ,5,28,0.31,287
1423293,$815 ,$163 ,6,0,,349
1423846,$188 ,$38 ,2,54,0.88,397
1424398,$612 ,$122 ,3,115,1.75,263
1424950,$80 ,$16 ,5,6,0.13,230
1425502,$117 ,$23 ,15,1,0.02,180
1426055,$632 ,$126 ,3,204,2.31,27
1426607,"$1,111 ",$222 ,180,1,0.03,163
1427159,"$1,122 ",$224 ,3,89,0.97,106
1427712,$122 ,$24 ,6,130,1.42,114
1428264,$213 ,$43 ,7,15,0.25,3
1428816,$652 ,$130 ,30,52,0.6,28
1429369,"$1,003 ",$201 ,6,58,0.63,296
1429921,$237 ,$47 ,3,208,2.32,34
1430473,$911 ,$182 ,5,3,0.03,316
1431025,$74 ,$15 ,30,7,0.08,418
1431578,$539 ,$108 ,1,1,0.04,41
1432130,$471 ,$94 ,3,2,0.06,201
1432682,$873 ,$175 ,4,122,1.37,323
1433235,$911 ,$182 ,3,63,0.72,283
1433787,$843 ,$169 ,5,26,0.28,405
1434339,$706 ,$141 ,27,1,0.01,414
1434892,"$1,058 ",$212 ,5,14,0.16,226
1435444,$146 ,$29 ,1,107,2.38,253
1435996,$261 ,$52 ,30,3,0.05,108
1436548,"$1,059 ",$212 ,3,107,1.17,418
1437101,$701 ,$140 ,3,29,1.57,180
1437653,$279 ,$56 ,6,69,0.76,168
1438205,$335 ,$67 ,3,232,2.52,418
1438758,$904 ,$181 ,7,0,,255
1439310,$936 ,$187 ,7,24,0.26,263
1439862,$777 ,$155 ,7,0,,109
1440415,$451 ,$90 ,19,5,0.06,414
1440967,$831 ,$166 ,3,10,0.23,280
1441519,$214 ,$43 ,4,36,0.47,83
1442071,$767 ,$153 ,5,94,1.1,398
1442624,$506 ,$101 ,6,1,0.01,240
1443176,"$1,081 ",$216 ,1,63,0.71,278
1443728,$316 ,$63 ,15,5,0.06,316
1444281,"$1,009 ",$202 ,3,238,2.6,29
1444833,"$1,178 ",$236 ,2,101,1.1,-2
1445385,$322 ,$64 ,3,21,0.23,378
1445938,$993 ,$199 ,2,72,0.82,125
1446490,$656 ,$131 ,2,40,0.68,57
1447042,$233 ,$47 ,3,103,1.13,354
1447594,$512 ,$102 ,6,66,0.72,266
1448147,$97 ,$19 ,3,35,0.4,226
1448699,"$1,135 ",$227 ,31,121,1.33,321
1449251,$279 ,$56 ,8,15,0.19,30
1449804,$554 ,$111 ,2,13,0.18,36
1450356,$664 ,$133 ,2,129,1.42,85
1450908,$381 ,$76 ,20,157,1.71,61
1451461,$108 ,$22 ,5,8,0.11,69
1452013,"$1,127 ",$225 ,2,5,0.06,146
1452565,$973 ,$195 ,4,46,0.52,139
1453117,$696 ,$139 ,30,37,0.41,319
1453670,$200 ,$40 ,7,14,0.16,173
1454222,$777 ,$155 ,5,37,0.45,354
1454774,$290 ,$58 ,5,1,0.03,324
1455327,"$1,008 ",$202 ,3,209,2.38,351
1455879,$348 ,$70 ,3,4,0.07,338
1456431,$450 ,$90 ,60,17,0.19,65
1456984,$304 ,$61 ,5,0,,294
1457536,$946 ,$189 ,1,0,,-9
1458088,"$1,099 ",$220 ,4,54,0.66,-5
1458640,$237 ,$47 ,3,43,0.49,225
1459193,$241 ,$48 ,3,7,0.08,205
1459745,"$1,186 ",$237 ,3,75,0.93,380
1460297,$626 ,$125 ,1,88,0.99,321
1460850,$413 ,$83 ,3,73,0.84,324
1461402,$511 ,$102 ,3,89,1.06,180
1461954,$659 ,$132 ,3,23,0.26,-5
1462507,$285 ,$57 ,3,11,0.16,169
1463059,$833 ,$167 ,28,84,1.12,345
1463611,$883 ,$177 ,3,54,0.61,369
1464163,$921 ,$184 ,3,17,0.19,281
1464716,$629 ,$126 ,7,1,0.02,-2
1465268,$130 ,$26 ,1,73,0.89,325
1465820,"$1,128 ",$226 ,3,36,0.47,122
1466373,$459 ,$92 ,2,98,1.07,210
1466925,$224 ,$45 ,1,63,0.89,70
1467477,$802 ,$160 ,5,2,0.09,69
1468030,$314 ,$63 ,5,18,0.2,244
1468582,$375 ,$75 ,3,24,0.28,112
1469134,$572 ,$114 ,3,1,0.07,39
1469686,$894 ,$179 ,1,2,0.05,95
1470239,$949 ,$190 ,14,23,0.25,268
1470791,$495 ,$99 ,2,93,1.12,131
1471343,$584 ,$117 ,3,0,,56
1471896,$281 ,$56 ,3,0,,239
1472448,"$1,022 ",$204 ,5,152,1.69,137
1473000,$186 ,$37 ,1,119,1.39,25
1473553,$500 ,$100 ,4,9,0.1,362
1474105,$867 ,$173 ,2,44,0.49,195
1474657,$476 ,$95 ,2,158,1.77,350
1475209,"$1,110 ",$222 ,7,12,0.14,268
1475762,$226 ,$45 ,3,51,0.57,226
1476314,$316 ,$63 ,1,0,,302
1476866,$405 ,$81 ,2,11,0.13,414
1477419,$483 ,$97 ,3,236,2.74,0
1477971,$305 ,$61 ,3,16,0.18,37
1478523,"$1,026 ",$205 ,5,123,1.42,104
1479076,"$1,055 ",$211 ,3,14,0.22,239
1479628,$300 ,$60 ,14,65,0.73,400
1480180,"$1,174 ",$235 ,1,50,0.56,118
1480732,$131 ,$26 ,3,33,0.39,129
1481285,$97 ,$19 ,3,30,0.35,164
1481837,$648 ,$130 ,3,13,0.15,29
1482389,$772 ,$154 ,30,18,0.2,66
1482942,$286 ,$57 ,4,1,0.01,400
1483494,$481 ,$96 ,3,216,2.44,279
1484046,$398 ,$80 ,2,98,1.09,201
1484599,"$1,074 ",$215 ,2,61,0.86,11
1485151,$788 ,$158 ,30,13,0.34,116
1485703,$357 ,$71 ,3,136,1.52,-6
1486255,"$1,171 ",$234 ,2,39,0.47,332
1486808,$736 ,$147 ,14,65,0.73,195
1487360,$887 ,$177 ,3,62,0.71,115
1487912,$764 ,$153 ,3,47,0.57,274
1488465,$480 ,$96 ,2,42,0.48,215
1489017,$278 ,$56 ,3,207,2.29,134
1489569,$327 ,$65 ,4,72,0.81,67
1490122,$524 ,$105 ,14,22,0.25,266
1490674,$488 ,$98 ,30,25,0.28,311
1491226,$433 ,$87 ,2,215,2.42,325
1491778,$758 ,$152 ,4,26,0.73,313
1492331,$910 ,$182 ,5,18,0.21,6
1492883,$662 ,$132 ,3,18,0.21,319
1493435,$144 ,$29 ,2,320,3.6,312
1493988,$705 ,$141 ,2,160,1.8,122
1494540,"$1,145 ",$229 ,2,78,1.22,57
1495092,$835 ,$167 ,30,64,0.72,125
1495645,$508 ,$102 ,2,219,2.44,118
1496197,$92 ,$18 ,1,66,0.94,10
1496749,$964 ,$193 ,3,25,0.29,378
1497301,"$1,113 ",$223 ,4,102,1.15,313
1497854,"$1,167 ",$233 ,2,32,0.47,194
1498406,$352 ,$70 ,3,15,0.18,61
1498958,$270 ,$54 ,5,1,0.02,294
1499511,$510 ,$102 ,3,12,0.14,73
1500063,$758 ,$152 ,10,19,0.27,225
1500615,"$1,121 ",$224 ,3,297,3.37,183
1501168,$52 ,$10 ,3,12,0.13,33
1501720,$365 ,$73 ,4,9,0.11,364
1502272,"$1,045 ",$209 ,15,9,0.1,11
1502824,$151 ,$30 ,7,46,0.62,287
1503377,$244 ,$49 ,4,42,0.47,111
1503929,$759 ,$152 ,2,118,2.11,217
1504481,$865 ,$173 ,30,53,0.6,422
1505034,"$1,070 ",$214 ,1,15,0.21,85
1505586,$171 ,$34 ,3,64,0.72,195
1506138,$964 ,$193 ,3,51,0.58,196
1506691,$900 ,$180 ,3,79,0.88,220
1507243,$890 ,$178 ,3,202,2.29,218
1507795,"$1,075 ",$215 ,1,23,0.63,211
1508347,$857 ,$171 ,6,62,0.76,189
1508900,$574 ,$115 ,2,36,0.45,266
1509452,$298 ,$60 ,1,16,0.19,261
1510004,$677 ,$135 ,4,24,0.27,300
1510557,$188 ,$38 ,2,77,0.88,303
1511109,$481 ,$96 ,5,110,1.27,393
1511661,$983 ,$197 ,1,56,0.64,425
1512214,$759 ,$152 ,1,7,0.08,321
1512766,$623 ,$125 ,21,0,,104
1513318,"$1,167 ",$233 ,18,19,0.22,155
1513870,$166 ,$33 ,3,7,0.09,392
1514423,$461 ,$92 ,1,53,0.6,149
1514975,$944 ,$189 ,3,265,2.99,15
1515527,$461 ,$92 ,5,0,,374
1516080,$460 ,$92 ,30,8,0.1,106
1516632,"$1,094 ",$219 ,14,46,0.52,362
1517184,$664 ,$133 ,5,6,0.08,91
1517737,$383 ,$77 ,4,75,0.86,423
1518289,$370 ,$74 ,5,11,0.13,85
1518841,$741 ,$148 ,3,5,1.47,107
1519393,$861 ,$172 ,3,132,1.49,32
1519946,$170 ,$34 ,6,41,0.47,319
1520498,$752 ,$150 ,7,34,0.39,65
1521050,$524 ,$105 ,3,34,0.39,362
1521603,$966 ,$193 ,7,27,0.31,278
1522155,$125 ,$25 ,4,30,0.34,331
1522707,$613 ,$123 ,3,214,2.45,309
1523260,$644 ,$129 ,30,12,0.14,193
1523812,$848 ,$170 ,2,6,0.09,158
1524364,$382 ,$76 ,7,0,,330
1524916,$593 ,$119 ,3,156,1.8,79
1525469,$392 ,$78 ,2,30,0.74,13
1526021,$984 ,$197 ,5,1,0.02,212
1526573,"$1,138 ",$228 ,5,3,0.09,283
1527126,$611 ,$122 ,2,272,3.18,137
1527678,$372 ,$74 ,3,63,0.82,421
1528230,$675 ,$135 ,30,58,0.66,95
1528783,$112 ,$22 ,2,5,0.1,185
1529335,"$1,100 ",$220 ,3,63,0.71,28
1529887,$296 ,$59 ,5,268,3.04,190
1530439,"$1,178 ",$236 ,3,80,0.92,353
1530992,$50 ,$10 ,3,22,0.25,408
1531544,$59 ,$12 ,7,13,0.15,156
1532096,$400 ,$80 ,4,23,0.67,295
1532649,"$1,187 ",$237 ,30,3,0.08,287
1533201,$846 ,$169 ,3,10,0.12,163
1533753,"$1,143 ",$229 ,3,14,0.16,90
1534306,$734 ,$147 ,1,20,0.28,155
1534858,$827 ,$165 ,5,2,0.02,2
1535410,$344 ,$69 ,2,47,1.22,28
1535962,$682 ,$136 ,2,6,0.19,-5
1536515,$996 ,$199 ,7,93,1.06,270
1537067,$647 ,$129 ,3,116,1.32,215
1537619,$71 ,$14 ,240,15,0.17,80
1538172,$677 ,$135 ,2,70,0.8,275
1538724,$919 ,$184 ,3,4,0.41,347
1539276,$362 ,$72 ,30,128,1.46,347
1539829,$687 ,$137 ,1,59,0.69,192
1540381,$712 ,$142 ,1,8,0.11,218
1540933,$498 ,$100 ,2,106,1.22,88
1541485,$383 ,$77 ,15,15,0.57,300
1542038,"$1,148 ",$230 ,2,133,1.51,189
1542590,$504 ,$101 ,4,27,0.31,348
1543142,$826 ,$165 ,5,61,0.7,330
1543695,$418 ,$84 ,2,2,0.02,16
1544247,$724 ,$145 ,1,16,0.18,207
1544799,$114 ,$23 ,7,0,,314
1545352,$913 ,$183 ,5,38,0.44,310
1545904,$413 ,$83 ,1,25,0.28,259
1546456,$700 ,$140 ,3,93,1.05,336
1547008,$925 ,$185 ,3,6,0.07,68
1547561,$524 ,$105 ,7,30,0.34,4
1548113,$171 ,$34 ,3,17,0.46,98
1548665,$290 ,$58 ,10,67,0.77,369
1549218,$940 ,$188 ,30,53,0.68,370
1549770,$372 ,$74 ,30,32,0.37,312
1550322,"$1,087 ",$217 ,30,131,1.84,33
1550875,$461 ,$92 ,4,19,0.22,154
1551427,$993 ,$199 ,1,0,,160
1551979,$186 ,$37 ,3,74,0.84,228
1552531,$641 ,$128 ,3,165,1.88,113
1553084,$566 ,$113 ,2,16,0.18,23
1553636,$286 ,$57 ,3,269,3.09,394
1554188,$980 ,$196 ,3,243,2.75,357
1554741,$145 ,$29 ,2,59,0.94,203
1555293,"$1,163 ",$233 ,3,134,1.53,32
1555845,$96 ,$19 ,28,81,0.93,245
1556398,$855 ,$171 ,3,7,0.08,52
1556950,$51 ,$10 ,3,112,1.28,272
1557502,$165 ,$33 ,5,0,,31
1558054,$175 ,$35 ,2,92,1.05,315
1558607,$544 ,$109 ,29,23,0.26,44
1559159,$641 ,$128 ,3,67,0.76,399
1559711,$367 ,$73 ,2,8,0.1,359
1560264,$371 ,$74 ,2,244,2.81,106
1560816,$242 ,$48 ,6,62,0.7,92
1561368,"$1,163 ",$233 ,5,125,1.47,281
1561921,$748 ,$150 ,30,58,0.67,143
1562473,$373 ,$75 ,5,9,0.1,299
1563025,$960 ,$192 ,3,137,1.57,205
1563577,$435 ,$87 ,2,16,0.24,268
1564130,$70 ,$14 ,1,36,0.57,137
1564682,"$1,195 ",$239 ,1,54,0.65,364
1565234,$208 ,$42 ,14,1,0.03,246
1565787,"$1,126 ",$225 ,6,39,0.47,413
1566339,$185 ,$37 ,1,145,1.76,282
1566891,$798 ,$160 ,3,28,0.33,270
1567444,$845 ,$169 ,2,206,2.4,176
1567996,$88 ,$18 ,7,4,0.22,6
1568548,$344 ,$69 ,15,37,0.52,25
1569100,$764 ,$153 ,30,27,0.31,98
1569653,$737 ,$147 ,30,18,0.21,290
1570205,$382 ,$76 ,1,134,1.54,62
1570757,$441 ,$88 ,2,197,2.25,355
1571310,$324 ,$65 ,7,5,0.09,8
1571862,$76 ,$15 ,28,5,0.06,-5
1572414,"$1,024 ",$205 ,4,8,0.09,118
1572967,$951 ,$190 ,2,62,0.71,398
1573519,$489 ,$98 ,2,13,0.15,220
1574071,$711 ,$142 ,1,8,0.09,323
1574623,"$1,118 ",$224 ,3,50,0.87,380
1575176,$963 ,$193 ,180,69,0.79,221
1575728,$690 ,$138 ,4,41,0.47,324
1576280,"$1,013 ",$203 ,20,89,1.04,338
1576833,$795 ,$159 ,4,40,0.46,287
1577385,$148 ,$30 ,3,106,1.22,255
1577937,$671 ,$134 ,4,33,0.39,316
1578490,$198 ,$40 ,5,2,0.09,115
1579042,$467 ,$93 ,88,19,0.22,116
1579594,$63 ,$13 ,6,100,1.14,404
1580146,$321 ,$64 ,3,16,0.19,65
1580699,"$1,101 ",$220 ,2,64,0.76,215
1581251,$88 ,$18 ,1,17,0.31,19
1581803,$56 ,$11 ,2,7,0.08,240
1582356,$242 ,$48 ,115,15,0.17,95
1582908,$826 ,$165 ,5,4,0.07,299
1583460,$612 ,$122 ,3,87,1,406
1584013,$467 ,$93 ,150,10,0.14,93
1584565,$299 ,$60 ,20,0,,27
1585117,$225 ,$45 ,3,289,3.3,253
1585669,$550 ,$110 ,9,10,0.11,361
1586222,$555 ,$111 ,14,39,0.45,302
1586774,"$1,133 ",$227 ,7,7,0.1,134
1587326,$231 ,$46 ,1,23,0.27,374
1587879,$354 ,$71 ,4,22,0.27,253
1588431,"$1,069 ",$214 ,1,1,0.02,14
1588983,$167 ,$33 ,2,5,0.06,82
1589536,"$1,134 ",$227 ,5,30,0.37,143
1590088,$399 ,$80 ,7,,0.64,126
1590640,$378 ,$76 ,1,155,1.78,398
1591192,$724 ,$145 ,1,95,1.09,387
1591745,$976 ,$195 ,2,118,1.35,362
1592297,$719 ,$144 ,5,82,0.96,268
1592849,$709 ,$142 ,5,105,1.21,38
1593402,"$1,056 ",$211 ,3,73,0.84,53
1593954,$476 ,$95 ,7,28,0.32,160
1594506,$236 ,$47 ,2,0,,135
1595059,"$1,144 ",$229 ,1,3,0.06,33
1595611,"$1,146 ",$229 ,3,120,1.4,192
1596163,"$1,068 ",$214 ,2,339,3.88,66
1596715,$448 ,$90 ,2,7,0.09,182
1597268,$345 ,$69 ,4,13,0.15,91
1597820,$589 ,$118 ,21,6,0.07,178
1598372,$722 ,$144 ,1,3,0.03,156
1598925,$934 ,$187 ,20,11,0.18,18
1599477,"$1,157 ",$231 ,2,67,1.33,55
1600029,"$1,125 ",$225 ,2,123,1.47,367
1600582,"$1,142 ",$228 ,4,109,1.25,411
1601134,$909 ,$182 ,4,23,0.27,405
1601686,$900 ,$180 ,2,269,3.15,249
1602238,$581 ,$116 ,3,7,0.08,235
1602791,$200 ,$40 ,3,36,1.76,347
1603343,$829 ,$166 ,1,178,2.06,320
1603895,$700 ,$140 ,4,132,1.51,407
1604448,$401 ,$80 ,3,12,0.15,419
1605000,$819 ,$164 ,2,23,0.27,370
1605552,$429 ,$86 ,2,47,0.55,313
1606105,$323 ,$65 ,8,8,0.11,202
1606657,$532 ,$106 ,3,17,0.2,73
1607209,$421 ,$84 ,5,4,0.06,72
1607761,"$1,047 ",$209 ,90,19,0.22,297
1608314,$170 ,$34 ,7,2,0.02,158
1608866,$402 ,$80 ,2,35,0.54,277
1609418,$576 ,$115 ,3,108,1.25,66
1609971,$150 ,$30 ,3,182,2.15,-1
1610523,$423 ,$85 ,3,31,0.41,84
1611075,$795 ,$159 ,1,454,5.27,21
1611628,$860 ,$172 ,2,199,2.3,78
1612180,$95 ,$19 ,1,0,,165
1612732,$350 ,$70 ,1,230,2.65,144
1613284,$325 ,$65 ,4,101,1.19,74
1613837,$785 ,$157 ,2,8,0.13,222
1614389,$522 ,$104 ,30,154,1.87,150
1614941,$300 ,$60 ,28,69,0.81,253
1615494,"$1,195 ",$239 ,10,3,0.05,168
1616046,$954 ,$191 ,14,3,0.04,338
1616598,$356 ,$71 ,4,12,0.16,409
1617151,$344 ,$69 ,5,13,0.15,368
1617703,$632 ,$126 ,2,10,0.17,12
1618255,$921 ,$184 ,15,5,0.06,352
1618807,$877 ,$175 ,1,144,1.68,244
1619360,"$1,149 ",$230 ,5,10,0.12,131
1619912,$357 ,$71 ,7,0,,340
1620464,"$1,152 ",$230 ,2,17,0.2,33
1621017,$561 ,$112 ,30,57,0.67,147
1621569,$884 ,$177 ,30,70,0.83,232
1622121,$982 ,$196 ,30,62,0.74,281
1622674,"$1,143 ",$229 ,6,17,0.2,163
1623226,"$1,174 ",$235 ,1,439,5.12,297
1623778,$966 ,$193 ,4,48,0.56,116
1624330,"$1,040 ",$208 ,3,134,1.56,60
1624883,"$1,017 ",$203 ,6,2,0.03,43
1625435,$182 ,$36 ,3,16,0.19,11
1625987,$741 ,$148 ,2,31,1.14,170
1626540,$150 ,$30 ,30,36,0.42,241
1627092,$343 ,$69 ,3,1,0.01,105
1627644,$407 ,$81 ,2,338,3.9,60
1628197,$733 ,$147 ,3,117,1.41,328
1628749,$794 ,$159 ,1,261,3.24,425
1629301,$786 ,$157 ,30,32,0.37,38
1629853,$609 ,$122 ,2,112,1.3,405
1630406,$182 ,$36 ,2,22,0.26,41
1630958,$855 ,$171 ,2,319,3.78,130
1631510,"$1,198 ",$240 ,7,69,0.85,1
1632063,$986 ,$197 ,4,10,0.12,164
1632615,$184 ,$37 ,2,24,0.39,171
1633167,$834 ,$167 ,30,3,0.05,339
1633720,$913 ,$183 ,31,17,0.2,39
1634272,$940 ,$188 ,7,13,0.15,129
1634824,$209 ,$42 ,2,58,0.67,25
1635376,$658 ,$132 ,2,62,0.74,89
1635929,$246 ,$49 ,3,203,2.85,408
1636481,$874 ,$175 ,2,33,0.39,210
1637033,"$1,131 ",$226 ,3,47,0.66,128
1637586,$756 ,$151 ,5,0,,155
1638138,$566 ,$113 ,14,30,0.35,10
1638690,$634 ,$127 ,3,2,0.05,84
1639243,$825 ,$165 ,2,121,1.6,86
1639795,$757 ,$151 ,3,27,0.45,382
1640347,$284 ,$57 ,3,24,0.3,139
